order_item_id,order_id,product_id,quantity,unit_price,line_total
872,412,101,3,57.36,172.08
873,412,499,1,34.72,34.72
874,413,75,2,39.58,79.16
875,414,393,1,11.68,11.68
876,414,52,1,16.28,16.28
877,414,166,2,55.99,111.98
878,415,152,1,37.6,37.6
879,415,915,1,36.52,36.52
880,416,257,1,39.24,39.24
881,416,140,1,17.44,17.44
882,417,969,1,28.34,28.34
883,418,562,3,50.96,152.88
884,419,367,1,59.9,59.9
885,419,619,1,31.49,31.49
886,419,129,2,21.87,43.74
887,420,688,1,57.22,57.22
888,420,711,1,23.21,23.21
889,421,59,1,56.5,56.5
890,422,356,2,27.06,54.12
891,423,761,3,22.96,68.88
892,423,86,1,15.44,15.44
893,424,322,1,44.14,44.14
894,424,197,1,34.95,34.95
895,424,699,1,31.95,31.95
896,425,512,1,33.17,33.17
897,425,728,1,35.66,35.66
898,425,348,1,39.72,39.72
899,425,353,2,38.73,77.46
900,426,866,1,51.32,51.32
901,427,134,1,59.64,59.64
902,427,467,1,58.54,58.54
903,427,747,1,14.54,14.54
904,428,77,2,25.02,50.04
905,429,124,1,16.64,16.64
906,429,992,1,37.26,37.26
907,430,905,1,39.77,39.77
908,431,414,1,21.36,21.36
909,431,591,1,11.05,11.05
910,431,567,3,19.02,57.06
911,432,599,2,56.0,112.0
912,433,765,2,24.55,49.1
913,433,424,1,11.82,11.82
914,433,985,3,51.32,153.96
915,433,583,2,48.67,97.34
916,434,849,1,18.74,18.74
917,435,462,2,21.82,43.64
918,435,476,3,56.48,169.44
919,435,905,2,39.77,79.54
920,435,909,1,53.82,53.82
921,436,702,1,21.07,21.07
922,436,12,1,20.66,20.66
923,436,964,1,47.11,47.11
924,436,34,2,36.89,73.78
925,437,230,1,27.12,27.12
926,437,874,2,27.41,54.82
927,438,444,1,50.49,50.49
928,438,248,1,40.67,40.67
929,438,938,3,19.18,57.54
930,439,333,1,32.01,32.01
931,439,267,1,35.43,35.43
932,439,63,2,42.96,85.92
933,440,756,1,13.03,13.03
934,440,620,1,15.52,15.52
935,441,882,1,35.01,35.01
936,442,668,1,20.44,20.44
937,443,736,1,52.53,52.53
938,443,430,1,24.57,24.57
939,443,464,1,31.19,31.19
940,444,211,1,46.82,46.82
941,445,383,1,20.1,20.1
942,445,24,1,25.27,25.27
943,446,508,2,16.62,33.24
944,446,373,2,36.97,73.94
945,447,682,3,12.87,38.61
946,447,733,1,45.43,45.43
947,448,791,1,28.54,28.54
948,449,244,1,44.07,44.07
949,449,635,1,20.75,20.75
950,449,34,1,36.89,36.89
951,449,287,1,53.95,53.95
952,450,178,1,38.28,38.28
953,451,158,2,17.24,34.48
954,452,906,2,51.96,103.92
955,453,700,1,24.04,24.04
956,453,920,1,29.45,29.45
957,453,35,1,15.94,15.94
958,454,774,1,25.83,25.83
959,454,795,2,39.13,78.26
960,455,168,1,26.12,26.12
961,455,607,1,25.15,25.15
962,456,552,1,43.27,43.27
963,456,661,2,48.39,96.78
964,456,237,2,46.02,92.04
965,457,59,2,56.5,113.0
966,457,455,1,35.88,35.88
967,457,799,3,24.61,73.83
968,457,342,1,10.9,10.9
969,458,249,3,52.26,156.78
970,459,317,1,11.21,11.21
971,459,603,1,38.77,38.77
972,460,888,1,50.96,50.96
973,460,275,1,10.56,10.56
974,461,101,1,57.36,57.36
975,461,601,2,34.5,69.0
976,461,136,1,58.08,58.08
977,461,186,1,19.15,19.15
978,461,406,2,40.85,81.7
979,462,281,1,41.56,41.56
980,462,485,1,37.51,37.51
981,462,327,3,20.29,60.87
982,462,155,1,36.95,36.95
983,463,912,1,44.18,44.18
984,463,636,2,17.49,34.98
985,463,436,1,47.44,47.44
986,464,760,2,26.33,52.66
987,465,196,1,54.59,54.59
988,466,881,1,36.83,36.83
989,466,340,1,51.48,51.48
990,466,364,1,39.43,39.43
991,467,307,1,15.06,15.06
992,467,244,1,44.07,44.07
993,468,144,1,36.0,36.0
994,468,268,3,55.84,167.52
995,469,135,1,52.72,52.72
996,470,839,1,37.6,37.6
997,471,605,3,45.51,136.53
998,471,185,1,48.56,48.56
999,471,754,2,43.45,86.9
1000,472,650,2,28.32,56.64
1001,472,392,1,27.26,27.26
1002,473,604,1,11.83,11.83
1003,473,572,1,42.14,42.14
1004,473,441,1,35.92,35.92
1005,474,556,1,18.77,18.77
1006,474,682,1,12.87,12.87
1007,475,516,2,40.2,80.4
1008,476,850,1,54.86,54.86
1009,476,757,3,57.35,172.05
1010,477,490,2,13.2,26.4
1011,477,139,1,12.61,12.61
1012,477,415,1,20.88,20.88
1013,478,798,1,31.45,31.45
1014,478,173,1,43.55,43.55
1015,478,372,2,43.14,86.28
1016,479,600,1,44.58,44.58
1017,480,9,1,22.6,22.6
1018,480,774,2,25.83,51.66
1019,480,109,1,21.96,21.96
1020,480,547,1,39.67,39.67
1021,481,566,1,48.51,48.51
1022,481,422,2,58.05,116.1
1023,482,969,1,28.34,28.34
1024,483,584,1,41.73,41.73
1025,484,671,1,25.01,25.01
1026,484,428,2,16.68,33.36
1027,485,1,3,51.77,155.31
1028,485,269,2,48.87,97.74
1029,486,199,1,35.61,35.61
1030,486,190,2,49.43,98.86
1031,487,77,1,25.02,25.02
1032,488,782,1,30.6,30.6
1033,489,475,1,20.22,20.22
1034,490,430,3,24.57,73.71
1035,490,989,1,41.24,41.24
1036,490,22,1,37.32,37.32
1037,491,114,3,36.72,110.16
1038,492,447,1,17.76,17.76
1039,492,892,1,16.78,16.78
1040,493,234,1,32.61,32.61
1041,493,475,1,20.22,20.22
1042,494,878,1,22.06,22.06
1043,494,229,3,25.38,76.14
1044,494,690,2,55.65,111.3
1045,495,812,1,33.26,33.26
1046,495,633,2,52.41,104.82
1047,496,733,1,45.43,45.43
1048,496,102,2,29.17,58.34
1049,496,399,1,13.71,13.71
1050,496,358,2,37.55,75.1
1051,497,917,1,43.19,43.19
1052,497,398,1,21.15,21.15
1053,498,710,2,53.51,107.02
1054,498,214,1,50.54,50.54
1055,499,902,1,52.88,52.88
1056,499,439,1,43.68,43.68
1057,499,829,1,28.88,28.88
1058,500,507,1,35.67,35.67
1059,500,635,1,20.75,20.75
1060,500,631,1,35.63,35.63
1061,501,225,1,37.1,37.1
1062,502,509,1,42.78,42.78
1063,503,816,2,45.11,90.22
1064,503,202,1,19.43,19.43
1065,503,514,1,20.9,20.9
1066,504,792,1,19.07,19.07
1067,504,549,2,24.8,49.6
1068,504,379,1,20.55,20.55
1069,504,764,1,41.32,41.32
1070,505,203,1,49.46,49.46
1071,505,529,2,57.43,114.86
1072,506,4,2,47.82,95.64
1073,506,610,1,11.48,11.48
1074,506,348,1,39.72,39.72
1075,506,233,2,25.91,51.82
1076,506,513,1,20.12,20.12
1077,507,329,2,31.85,63.7
1078,508,226,1,46.31,46.31
1079,508,489,1,55.06,55.06
1080,509,664,1,12.36,12.36
1081,509,651,1,38.71,38.71
1082,510,536,1,12.16,12.16
1083,510,269,2,48.87,97.74
1084,510,283,1,40.36,40.36
1085,510,218,2,37.34,74.68
1086,510,469,2,25.06,50.12
1087,511,425,2,28.03,56.06
1088,512,414,2,21.36,42.72
1089,512,567,3,19.02,57.06
1090,512,947,1,13.33,13.33
1091,513,382,2,41.46,82.92
1092,514,487,3,19.22,57.66
1093,515,530,1,46.01,46.01
1094,516,858,1,49.13,49.13
1095,516,576,1,36.39,36.39
1096,517,439,2,43.68,87.36
1097,517,35,1,15.94,15.94
1098,517,346,1,56.48,56.48
1099,518,252,1,25.85,25.85
1100,518,217,1,43.61,43.61
1101,519,415,1,20.88,20.88
1102,520,188,1,42.98,42.98
1103,521,795,1,39.13,39.13
1104,521,84,2,36.28,72.56
1105,522,337,1,48.8,48.8
1106,522,224,1,12.96,12.96
1107,523,587,1,38.4,38.4
1108,523,425,2,28.03,56.06
1109,523,210,1,15.48,15.48
1110,524,323,1,56.02,56.02
1111,524,818,1,25.02,25.02
1112,524,653,1,14.82,14.82
1113,525,121,1,30.81,30.81
1114,526,433,1,54.81,54.81
1115,526,784,1,46.29,46.29
1116,526,717,2,10.02,20.04
1117,526,80,1,50.4,50.4
1118,527,781,2,52.33,104.66
1119,527,72,1,19.73,19.73
1120,527,412,3,20.5,61.5
1121,528,595,2,55.91,111.82
1122,528,596,2,13.76,27.52
1123,528,182,1,10.76,10.76
1124,528,786,3,12.91,38.73
1125,529,429,1,55.91,55.91
1126,529,720,2,23.59,47.18
1127,530,469,3,25.06,75.18
1128,530,756,1,13.03,13.03
1129,531,176,1,41.06,41.06
1130,531,415,1,20.88,20.88
1131,532,704,1,13.66,13.66
1132,532,977,3,45.24,135.72
1133,533,310,1,57.62,57.62
1134,533,704,1,13.66,13.66
1135,533,656,2,52.11,104.22
1136,533,616,1,23.63,23.63
1137,533,709,1,42.8,42.8
1138,534,632,1,58.0,58.0
1139,535,622,1,38.13,38.13
1140,535,544,3,52.4,157.2
1141,536,285,1,37.61,37.61
1142,536,675,1,48.75,48.75
1143,536,806,1,57.83,57.83
1144,537,425,1,28.03,28.03
1145,537,483,3,43.64,130.92
1146,538,278,1,11.83,11.83
1147,538,680,1,50.44,50.44
1148,538,228,1,22.08,22.08
1149,538,695,2,21.8,43.6
1150,538,117,3,28.81,86.43
1151,539,259,1,10.69,10.69
1152,539,904,2,41.32,82.64
1153,539,791,1,28.54,28.54
1154,540,460,2,39.67,79.34
1155,541,160,1,41.25,41.25
1156,541,423,2,58.87,117.74
1157,541,646,1,52.35,52.35
1158,541,306,1,49.05,49.05
1159,542,985,1,51.32,51.32
1160,542,880,1,56.58,56.58
1161,542,68,1,56.06,56.06
1162,542,466,3,36.39,109.17
1163,543,863,2,37.35,74.7
1164,543,540,1,25.77,25.77
1165,543,335,2,50.62,101.24
1166,544,594,1,24.73,24.73
1167,544,990,1,39.07,39.07
1168,545,430,1,24.57,24.57
1169,546,737,2,37.25,74.5
1170,546,615,2,22.54,45.08
1171,546,906,1,51.96,51.96
1172,547,571,1,18.32,18.32
1173,548,123,1,56.76,56.76
1174,549,923,2,33.78,67.56
1175,550,610,1,11.48,11.48
1176,551,535,1,46.64,46.64
1177,552,12,2,20.66,41.32
1178,553,147,2,38.21,76.42
1179,553,306,1,49.05,49.05
1180,553,167,1,16.24,16.24
1181,553,674,1,31.63,31.63
1182,554,255,1,44.73,44.73
1183,554,10,3,52.15,156.45
1184,555,625,1,16.33,16.33
1185,556,301,1,28.82,28.82
1186,556,249,2,52.26,104.52
1187,556,385,1,56.51,56.51
1188,556,326,1,47.27,47.27
1189,557,262,1,11.89,11.89
1190,557,514,1,20.9,20.9
1191,557,772,1,34.32,34.32
1192,558,995,1,43.38,43.38
1193,558,249,2,52.26,104.52
1194,558,895,2,20.02,40.04
1195,559,584,1,41.73,41.73
1196,559,463,1,54.21,54.21
1197,559,511,2,32.34,64.68
1198,559,255,1,44.73,44.73
1199,560,40,1,33.63,33.63
1200,561,418,1,48.48,48.48
1201,561,291,1,29.14,29.14
1202,561,600,2,44.58,89.16
1203,561,76,3,39.25,117.75
1204,561,133,2,35.07,70.14
1205,562,263,1,26.41,26.41
1206,563,578,1,39.61,39.61
1207,563,635,1,20.75,20.75
1208,563,132,1,41.6,41.6
1209,563,12,3,20.66,61.98
1210,563,394,1,59.45,59.45
1211,564,605,2,45.51,91.02
1212,564,931,1,36.26,36.26
1213,565,975,1,34.74,34.74
1214,565,752,1,22.14,22.14
1215,566,476,1,56.48,56.48
1216,566,728,1,35.66,35.66
1217,567,125,1,55.53,55.53
1218,568,827,2,49.97,99.94
1219,568,258,1,13.92,13.92
1220,568,917,1,43.19,43.19
1221,568,623,1,36.55,36.55
1222,569,130,1,43.3,43.3
1223,570,51,1,25.52,25.52
1224,571,632,2,58.0,116.0
1225,572,678,1,27.8,27.8
1226,572,233,1,25.91,25.91
1227,572,874,3,27.41,82.23
1228,573,210,1,15.48,15.48
1229,574,864,1,24.72,24.72
1230,574,557,1,46.85,46.85
1231,574,482,1,55.65,55.65
1232,574,136,1,58.08,58.08
1233,575,684,1,13.38,13.38
1234,575,963,3,39.45,118.35
1235,575,715,1,45.75,45.75
1236,576,345,2,16.73,33.46
1237,577,439,1,43.68,43.68
1238,577,624,1,23.32,23.32
1239,577,966,3,38.92,116.76
1240,577,820,1,53.04,53.04
1241,577,105,3,33.97,101.91
1242,578,135,1,52.72,52.72
1243,578,901,1,11.64,11.64
1244,579,460,3,39.67,119.01
1245,579,631,1,35.63,35.63
1246,579,419,1,24.57,24.57
1247,579,103,1,54.63,54.63
1248,580,815,3,22.2,66.6
1249,581,326,1,47.27,47.27
1250,581,231,1,43.04,43.04
1251,581,988,1,22.85,22.85
1252,582,54,1,19.49,19.49
1253,583,509,3,42.78,128.34
1254,584,776,2,49.51,99.02
1255,584,590,1,57.74,57.74
1256,585,637,2,34.13,68.26
1257,586,199,1,35.61,35.61
1258,586,216,1,24.7,24.7
1259,587,318,1,36.58,36.58
1260,587,282,1,24.48,24.48
1261,587,867,2,21.12,42.24
1262,587,460,1,39.67,39.67
1263,588,426,1,44.05,44.05
1264,588,887,1,31.04,31.04
1265,588,132,3,41.6,124.8
1266,588,794,1,43.63,43.63
1267,588,231,2,43.04,86.08
1268,589,623,1,36.55,36.55
1269,589,74,1,41.83,41.83
1270,589,806,3,57.83,173.49
1271,590,985,2,51.32,102.64
1272,590,674,1,31.63,31.63
1273,590,171,1,29.06,29.06
1274,591,38,2,19.63,39.26
1275,591,620,1,15.52,15.52
1276,591,834,1,51.07,51.07
1277,591,76,1,39.25,39.25
1278,591,572,1,42.14,42.14
1279,592,736,2,52.53,105.06
1280,593,683,1,48.94,48.94
1281,594,485,1,37.51,37.51
1282,594,3,1,50.1,50.1
1283,595,327,1,20.29,20.29
1284,595,915,1,36.52,36.52
1285,595,320,1,25.01,25.01
1286,596,183,2,16.85,33.7
1287,596,84,1,36.28,36.28
1288,597,165,3,27.55,82.65
1289,597,786,2,12.91,25.82
1290,598,558,3,15.79,47.37
1291,598,568,1,38.38,38.38
1292,598,409,1,48.49,48.49
1293,598,701,1,32.36,32.36
1294,599,402,1,16.89,16.89
1295,600,448,2,39.36,78.72
1296,601,351,1,21.8,21.8
1297,601,739,1,58.09,58.09
1298,601,428,1,16.68,16.68
1299,602,516,1,40.2,40.2
1300,602,930,2,54.43,108.86
1301,602,520,1,32.38,32.38
1302,602,922,1,54.12,54.12
1303,603,43,2,47.61,95.22
1304,603,696,1,46.02,46.02
1305,604,645,2,10.79,21.58
1306,604,907,1,39.51,39.51
1307,604,289,1,51.51,51.51
1308,605,99,1,35.67,35.67
1309,605,344,1,48.35,48.35
1310,606,247,1,54.21,54.21
1311,606,191,1,29.99,29.99
1312,606,674,1,31.63,31.63
1313,607,163,1,33.34,33.34
1314,607,151,1,55.85,55.85
1315,607,19,1,51.33,51.33
1316,608,373,2,36.97,73.94
1317,608,729,3,37.19,111.57
1318,608,286,1,38.85,38.85
1319,608,304,1,30.03,30.03
1320,608,492,2,44.48,88.96
1321,609,82,1,13.34,13.34
1322,609,455,2,35.88,71.76
1323,609,769,2,44.84,89.68
1324,609,66,1,20.59,20.59
1325,610,812,2,33.26,66.52
1326,610,498,3,25.55,76.65
1327,611,335,2,50.62,101.24
1328,612,1000,1,26.08,26.08
1329,612,14,1,52.29,52.29
1330,613,833,3,37.52,112.56
1331,613,569,1,49.98,49.98
1332,614,951,2,44.91,89.82
1333,615,245,2,23.4,46.8
1334,615,445,1,35.79,35.79
1335,616,90,1,14.86,14.86
1336,616,663,1,19.67,19.67
1337,616,649,1,59.99,59.99
1338,616,440,1,33.23,33.23
1339,617,169,2,12.23,24.46
1340,617,61,1,38.16,38.16
1341,618,623,1,36.55,36.55
1342,619,472,1,40.72,40.72
1343,619,776,1,49.51,49.51
1344,619,380,1,58.32,58.32
1345,620,993,1,20.3,20.3
1346,620,402,2,16.89,33.78
1347,620,43,1,47.61,47.61
1348,621,835,3,44.07,132.21
1349,622,280,3,38.39,115.17
1350,623,571,3,18.32,54.96
1351,624,231,1,43.04,43.04
1352,624,527,1,51.17,51.17
1353,624,93,1,14.02,14.02
1354,624,128,1,54.0,54.0
1355,625,217,2,43.61,87.22
1356,625,291,2,29.14,58.28
1357,626,172,1,20.27,20.27
1358,627,507,1,35.67,35.67
1359,627,54,1,19.49,19.49
1360,628,431,2,52.98,105.96
1361,629,11,1,13.99,13.99
1362,630,416,1,19.53,19.53
1363,630,17,3,23.88,71.64
1364,630,135,1,52.72,52.72
1365,630,202,1,19.43,19.43
1366,631,70,1,49.05,49.05
1367,631,452,1,28.45,28.45
1368,631,236,1,52.67,52.67
1369,632,56,1,19.09,19.09
1370,633,184,1,13.47,13.47
1371,633,262,1,11.89,11.89
1372,634,58,1,56.41,56.41
1373,634,727,1,34.77,34.77
1374,635,328,3,50.83,152.49
1375,635,712,1,21.14,21.14
1376,635,962,1,55.66,55.66
1377,636,82,1,13.34,13.34
1378,636,777,1,48.96,48.96
1379,636,659,1,46.08,46.08
1380,636,955,3,46.96,140.88
1381,637,220,1,52.65,52.65
1382,637,440,2,33.23,66.46
1383,638,507,1,35.67,35.67
1384,638,271,1,47.82,47.82
1385,638,643,1,46.42,46.42
1386,639,791,3,28.54,85.62
1387,639,191,3,29.99,89.97
1388,640,91,1,33.37,33.37
1389,640,556,1,18.77,18.77
1390,640,272,1,25.48,25.48
1391,641,443,1,56.63,56.63
1392,641,501,1,41.14,41.14
1393,642,491,2,53.63,107.26
1394,642,218,1,37.34,37.34
1395,643,890,1,31.38,31.38
1396,644,836,2,10.79,21.58
1397,644,405,3,45.14,135.42
1398,644,958,1,29.87,29.87
1399,645,941,1,57.49,57.49
1400,645,243,2,10.4,20.8
1401,646,668,1,20.44,20.44
1402,646,145,1,10.65,10.65
1403,646,48,1,14.27,14.27
1404,646,140,1,17.44,17.44
1405,647,234,2,32.61,65.22
1406,647,780,1,46.45,46.45
1407,648,507,1,35.67,35.67
1408,648,676,2,14.74,29.48
1409,648,73,1,32.24,32.24
1410,648,620,1,15.52,15.52
1411,648,606,1,41.81,41.81
1412,649,276,1,52.15,52.15
1413,650,949,1,58.35,58.35
1414,651,72,1,19.73,19.73
1415,651,207,1,11.11,11.11
1416,652,808,1,57.6,57.6
1417,652,292,1,46.91,46.91
1418,652,252,2,25.85,51.7
1419,653,936,1,15.85,15.85
1420,653,132,1,41.6,41.6
1421,653,505,1,16.24,16.24
1422,654,984,3,32.93,98.79
1423,654,35,1,15.94,15.94
1424,655,822,1,42.38,42.38
1425,656,388,2,59.48,118.96
1426,657,516,2,40.2,80.4
1427,658,844,1,21.28,21.28
1428,659,55,1,17.27,17.27
1429,660,890,2,31.38,62.76
1430,660,445,1,35.79,35.79
1431,660,485,1,37.51,37.51
1432,661,949,2,58.35,116.7
1433,661,3,1,50.1,50.1
1434,662,415,1,20.88,20.88
1435,663,815,2,22.2,44.4
1436,663,269,1,48.87,48.87
1437,663,969,1,28.34,28.34
1438,663,422,1,58.05,58.05
1439,664,536,3,12.16,36.48
1440,665,726,3,10.92,32.76
1441,665,285,2,37.61,75.22
1442,665,863,1,37.35,37.35
1443,666,911,1,57.82,57.82
1444,666,323,2,56.02,112.04
1445,666,834,1,51.07,51.07
1446,667,447,1,17.76,17.76
1447,667,304,2,30.03,60.06
1448,667,222,3,19.6,58.8
1449,668,104,1,46.03,46.03
1450,669,296,1,29.65,29.65
1451,670,717,1,10.02,10.02
1452,671,942,1,30.66,30.66
1453,671,897,1,31.58,31.58
1454,671,168,1,26.12,26.12
1455,672,847,2,25.4,50.8
1456,673,765,1,24.55,24.55
1457,673,517,2,52.87,105.74
1458,673,713,2,56.07,112.14
1459,674,539,1,52.6,52.6
1460,675,996,1,55.53,55.53
1461,675,869,1,21.74,21.74
1462,675,298,1,10.6,10.6
1463,676,262,1,11.89,11.89
1464,676,590,1,57.74,57.74
1465,676,658,2,59.71,119.42
1466,677,333,1,32.01,32.01
1467,677,528,1,39.61,39.61
1468,677,439,1,43.68,43.68
1469,678,995,2,43.38,86.76
1470,678,4,2,47.82,95.64
1471,679,123,2,56.76,113.52
1472,679,52,1,16.28,16.28
1473,680,136,1,58.08,58.08
1474,680,8,1,17.93,17.93
1475,681,417,1,14.75,14.75
1476,681,974,1,38.43,38.43
1477,681,285,1,37.61,37.61
1478,682,368,1,11.88,11.88
1479,682,910,3,30.95,92.85
1480,682,506,1,39.55,39.55
1481,683,54,1,19.49,19.49
1482,684,425,2,28.03,56.06
1483,684,828,1,19.69,19.69
1484,684,544,1,52.4,52.4
1485,685,333,1,32.01,32.01
1486,685,110,2,54.35,108.7
1487,686,603,3,38.77,116.31
1488,686,627,1,16.96,16.96
1489,686,484,2,28.41,56.82
1490,687,548,1,55.02,55.02
1491,687,437,2,20.91,41.82
1492,688,748,3,49.53,148.59
1493,688,66,1,20.59,20.59
1494,688,464,1,31.19,31.19
1495,688,21,1,12.84,12.84
1496,689,422,1,58.05,58.05
1497,689,63,2,42.96,85.92
1498,690,754,1,43.45,43.45
1499,690,548,3,55.02,165.06
1500,691,685,1,58.63,58.63
1501,692,488,2,56.91,113.82
1502,692,611,3,23.37,70.11
1503,692,497,2,37.33,74.66
1504,693,157,1,55.02,55.02
1505,694,277,1,18.28,18.28
1506,694,540,1,25.77,25.77
1507,695,789,2,44.88,89.76
1508,695,387,1,48.64,48.64
1509,696,655,1,28.23,28.23
1510,696,977,1,45.24,45.24
1511,697,644,1,17.21,17.21
1512,697,780,1,46.45,46.45
1513,698,257,1,39.24,39.24
1514,698,277,2,18.28,36.56
1515,698,151,1,55.85,55.85
1516,699,544,3,52.4,157.2
1517,699,615,1,22.54,22.54
1518,700,865,1,35.28,35.28
1519,700,320,1,25.01,25.01
1520,701,546,1,57.84,57.84
1521,701,448,1,39.36,39.36
1522,702,921,1,34.56,34.56
1523,703,163,1,33.34,33.34
1524,703,207,1,11.11,11.11
1525,704,657,1,27.88,27.88
1526,705,284,1,28.9,28.9
1527,705,109,1,21.96,21.96
1528,705,585,2,53.68,107.36
1529,706,659,1,46.08,46.08
1530,707,170,2,23.99,47.98
1531,707,471,1,29.04,29.04
1532,707,431,1,52.98,52.98
1533,708,3,1,50.1,50.1
1534,709,990,1,39.07,39.07
1535,710,543,1,44.34,44.34
1536,710,946,1,42.12,42.12
1537,710,915,1,36.52,36.52
1538,710,818,2,25.02,50.04
1539,710,783,2,14.57,29.14
1540,711,425,1,28.03,28.03
1541,711,638,2,58.81,117.62
1542,712,472,2,40.72,81.44
1543,713,640,1,51.22,51.22
1544,714,696,2,46.02,92.04
1545,715,782,2,30.6,61.2
1546,715,439,2,43.68,87.36
1547,715,324,2,11.23,22.46
1548,716,288,1,49.83,49.83
1549,716,830,2,33.14,66.28
1550,716,478,1,21.96,21.96
1551,716,458,2,38.89,77.78
1552,717,608,1,34.22,34.22
1553,718,474,1,47.13,47.13
1554,718,527,1,51.17,51.17
1555,718,68,1,56.06,56.06
1556,719,523,3,43.58,130.74
1557,720,216,1,24.7,24.7
1558,720,518,1,51.74,51.74
1559,720,270,1,46.78,46.78
1560,721,702,1,21.07,21.07
1561,721,491,1,53.63,53.63
1562,721,409,1,48.49,48.49
1563,721,82,1,13.34,13.34
1564,721,155,1,36.95,36.95
1565,722,561,1,59.92,59.92
1566,722,900,1,53.47,53.47
1567,722,827,1,49.97,49.97
1568,723,101,1,57.36,57.36
1569,723,524,2,49.67,99.34
1570,723,786,1,12.91,12.91
1571,724,779,3,24.72,74.16
1572,724,871,1,49.31,49.31
1573,725,225,2,37.1,74.2
1574,725,493,1,12.08,12.08
1575,726,237,1,46.02,46.02
1576,726,230,2,27.12,54.24
1577,727,466,1,36.39,36.39
1578,727,944,2,18.88,37.76
1579,728,524,1,49.67,49.67
1580,729,708,1,41.93,41.93
1581,730,785,2,21.57,43.14
1582,730,175,2,20.47,40.94
1583,730,861,1,59.95,59.95
1584,731,698,2,30.89,61.78
1585,731,865,1,35.28,35.28
1586,732,538,1,17.97,17.97
1587,732,490,1,13.2,13.2
1588,733,287,1,53.95,53.95
1589,733,270,3,46.78,140.34
1590,733,46,1,31.77,31.77
1591,734,316,2,37.51,75.02
1592,735,157,3,55.02,165.06
1593,736,549,3,24.8,74.4
1594,737,839,1,37.6,37.6
1595,737,957,1,21.71,21.71
1596,737,796,1,56.68,56.68
1597,738,551,2,31.58,63.16
1598,738,55,1,17.27,17.27
1599,739,437,1,20.91,20.91
1600,740,301,3,28.82,86.46
1601,740,26,3,54.64,163.92
1602,741,834,3,51.07,153.21
1603,741,23,1,30.52,30.52
1604,741,68,1,56.06,56.06
1605,741,443,2,56.63,113.26
1606,741,224,1,12.96,12.96
1607,742,968,1,25.89,25.89
1608,742,511,2,32.34,64.68
1609,743,679,1,26.77,26.77
1610,743,450,1,43.62,43.62
1611,743,240,1,54.04,54.04
1612,744,850,1,54.86,54.86
1613,745,658,1,59.71,59.71
1614,745,168,1,26.12,26.12
1615,745,842,1,45.17,45.17
1616,746,757,1,57.35,57.35
1617,747,25,3,34.53,103.59
1618,747,970,1,27.7,27.7
1619,747,478,2,21.96,43.92
1620,748,745,1,52.51,52.51
1621,748,126,1,28.13,28.13
1622,749,944,1,18.88,18.88
1623,749,643,3,46.42,139.26
1624,749,499,3,34.72,104.16
1625,750,345,3,16.73,50.19
1626,750,14,2,52.29,104.58
1627,751,579,1,21.3,21.3
1628,752,782,1,30.6,30.6
1629,753,911,2,57.82,115.64
1630,753,60,1,45.22,45.22
1631,754,295,3,19.55,58.65
1632,754,27,1,22.5,22.5
1633,754,754,2,43.45,86.9
1634,755,653,3,14.82,44.46
1635,756,435,1,10.41,10.41
1636,756,985,3,51.32,153.96
1637,756,874,2,27.41,54.82
1638,757,913,1,48.71,48.71
1639,758,765,1,24.55,24.55
1640,759,2,3,53.74,161.22
1641,759,143,1,51.36,51.36
1642,759,321,2,22.13,44.26
1643,759,765,3,24.55,73.65
1644,759,404,1,17.28,17.28
1645,760,226,1,46.31,46.31
1646,760,276,1,52.15,52.15
1647,760,629,2,42.27,84.54
1648,761,568,1,38.38,38.38
1649,761,227,2,45.95,91.9
1650,761,913,1,48.71,48.71
1651,761,432,2,54.4,108.8
1652,761,500,1,35.96,35.96
1653,762,834,1,51.07,51.07
1654,763,217,2,43.61,87.22
1655,763,252,1,25.85,25.85
1656,764,445,2,35.79,71.58
1657,764,903,1,18.51,18.51
1658,764,315,1,40.12,40.12
1659,764,144,1,36.0,36.0
1660,765,69,1,58.11,58.11
1661,765,582,2,47.31,94.62
1662,766,365,2,14.44,28.88
1663,766,597,1,45.56,45.56
1664,767,902,2,52.88,105.76
1665,767,270,1,46.78,46.78
1666,768,992,1,37.26,37.26
1667,768,812,1,33.26,33.26
1668,768,942,1,30.66,30.66
1669,768,834,2,51.07,102.14
1670,769,214,2,50.54,101.08
1671,769,852,1,51.48,51.48
1672,769,960,1,52.94,52.94
1673,770,145,1,10.65,10.65
1674,770,185,1,48.56,48.56
1675,771,980,1,40.28,40.28
1676,771,240,1,54.04,54.04
1677,771,68,1,56.06,56.06
1678,772,595,1,55.91,55.91
1679,772,850,1,54.86,54.86
1680,773,469,1,25.06,25.06
1681,773,539,2,52.6,105.2
1682,773,530,1,46.01,46.01
1683,774,15,1,35.02,35.02
1684,775,446,1,34.06,34.06
1685,775,436,1,47.44,47.44
1686,776,741,1,33.92,33.92
1687,777,212,1,18.46,18.46
1688,778,444,1,50.49,50.49
1689,779,820,1,53.04,53.04
1690,780,630,1,38.7,38.7
1691,781,780,1,46.45,46.45
1692,782,858,1,49.13,49.13
1693,782,3,1,50.1,50.1
1694,783,965,1,58.75,58.75
1695,784,190,1,49.43,49.43
1696,785,344,1,48.35,48.35
1697,785,663,1,19.67,19.67
1698,786,142,1,27.37,27.37
1699,786,173,1,43.55,43.55
1700,786,296,1,29.65,29.65
