order_id,customer_id,order_date,total_amount,status,payment_method,shipping_city,shipping_country
355,113,2024-09-30,115.86,Cancelled,Credit Card,Anthonyview,Reunion
356,319,2024-10-10,17.93,Completed,PayPal,Andrewport,Georgia
357,494,2025-04-30,51.32,Cancelled,PayPal,Stevenchester,French Polynesia
358,180,2025-01-18,230.1,Processing,PayPal,Derrickshire,Dominican Republic
359,202,2024-05-10,336.45,Shipped,PayPal,Floydmouth,Qatar
360,142,2024-11-16,239.21,Completed,Bank Transfer,South Morganton,North Macedonia
361,240,2025-04-29,125.25,Completed,Credit Card,Vargasfurt,Albania
362,413,2026-03-15,56.88,Processing,Debit Card,Port Dustinchester,Benin
363,499,2025-10-10,44.26,Completed,PayPal,East Adam,Serbia
364,158,2025-10-13,49.14,Completed,Bank Transfer,Port Kimberly,Northern Mariana Islands
365,281,2025-07-26,105.56,Completed,PayPal,Christopherbury,Ukraine
366,183,2024-09-21,80.16,Completed,Debit Card,East Robertburgh,Vietnam
367,411,2024-04-17,54.94,Completed,Bank Transfer,Kimfurt,Saint Pierre and Miquelon
368,397,2024-09-11,71.37,Completed,Bank Transfer,Maryview,Mozambique
369,120,2026-01-09,17.73,Completed,Debit Card,Georgemouth,Switzerland
370,257,2025-08-20,140.87,Processing,Credit Card,New Melissa,Solomon Islands
371,208,2025-02-13,43.55,Shipped,Credit Card,Garciafort,Senegal
372,419,2024-07-07,310.38,Completed,PayPal,Heatherfurt,Mongolia
373,442,2026-02-16,20.5,Completed,Bank Transfer,Albertchester,South Georgia and the South Sandwich Islands
374,3,2024-11-13,168.66,Completed,Bank Transfer,Curtisfurt,Bhutan
375,28,2025-06-28,71.67,Completed,PayPal,Lake Angelaview,Finland
376,54,2025-05-05,119.32,Processing,Credit Card,Danieltown,Vanuatu
377,42,2025-04-30,186.26,Completed,Credit Card,Lake Heather,Lithuania
378,124,2024-08-22,88.21,Completed,Bank Transfer,South Scottport,South Africa
379,24,2025-06-14,104.7,Cancelled,PayPal,New Carlosbury,Iraq
380,390,2024-09-09,200.83,Completed,Debit Card,Nataliemouth,Kiribati
381,433,2025-09-06,188.18,Cancelled,Credit Card,Hamptonmouth,Tuvalu
382,40,2025-11-06,292.31,Completed,Bank Transfer,Leonburgh,Palestinian Territory
383,268,2025-06-25,66.28,Cancelled,Credit Card,New Carlosview,Cuba
384,367,2025-09-16,72.39,Completed,Credit Card,Craigside,France
385,399,2025-09-24,40.96,Processing,Bank Transfer,South Gabriel,Belarus
386,129,2025-07-24,41.44,Shipped,PayPal,West Christopher,Panama
387,21,2025-06-24,170.18,Shipped,Debit Card,South Todd,Croatia
388,402,2024-08-26,54.77,Completed,Debit Card,Greeneshire,Northern Mariana Islands
389,343,2024-06-01,50.11,Completed,Bank Transfer,Robertville,Panama
390,494,2025-07-12,15.36,Completed,Credit Card,Stevenchester,French Polynesia
391,405,2024-07-20,85.12,Shipped,Debit Card,Serranoville,Christmas Island
392,204,2025-11-12,58.68,Cancelled,Credit Card,West James,Oman
393,224,2024-06-01,212.6,Processing,PayPal,Hawkinshaven,Ireland
394,46,2024-07-19,75.84,Completed,Debit Card,Lake Justinview,Grenada
395,422,2024-10-30,207.17,Completed,Debit Card,Jefferyshire,Ethiopia
396,24,2026-04-07,126.0,Cancelled,PayPal,New Carlosbury,Iraq
397,360,2025-06-28,95.06,Cancelled,Debit Card,Port Jennifer,Saint Helena
398,258,2026-02-05,13.99,Completed,Credit Card,North Sarahburgh,Kazakhstan
399,379,2024-10-06,82.78,Shipped,PayPal,Port Gina,Syrian Arab Republic
400,24,2026-02-25,27.89,Completed,Bank Transfer,New Carlosbury,Iraq
401,369,2025-05-23,98.37,Completed,PayPal,West Lisaville,Nicaragua
402,342,2025-10-30,140.56,Processing,Debit Card,Lake Darrellmouth,Hong Kong
403,467,2025-12-10,124.17,Shipped,Bank Transfer,Port Lynnview,Uruguay
404,439,2024-11-11,48.78,Completed,Debit Card,Mcdonaldside,Vietnam
405,382,2024-09-08,44.88,Completed,Bank Transfer,Lake Melaniestad,Vanuatu
406,465,2026-01-30,57.36,Shipped,Debit Card,Charleneshire,Mayotte
407,392,2025-09-20,112.87,Processing,Credit Card,Hammondborough,United States of America
408,391,2024-04-29,143.56,Cancelled,Debit Card,New James,Saint Martin
409,223,2025-10-02,103.04,Cancelled,Debit Card,Stewartville,Bermuda
410,34,2025-09-20,40.72,Shipped,Bank Transfer,North Donna,Iran
411,63,2025-05-30,68.88,Completed,PayPal,East Javier,Liberia
412,247,2025-08-02,226.4,Cancelled,PayPal,Jeffreyport,Chile
413,455,2024-10-25,79.16,Shipped,Debit Card,New Michael,Saint Martin
414,362,2025-09-22,139.94,Shipped,Bank Transfer,South Adam,Saint Pierre and Miquelon
415,351,2025-06-21,74.12,Processing,Debit Card,New Noah,Guinea-Bissau
416,24,2026-02-26,56.68,Shipped,Bank Transfer,New Carlosbury,Iraq
417,350,2025-03-30,28.34,Completed,PayPal,East Heatherton,Western Sahara
418,483,2024-04-13,152.88,Completed,Bank Transfer,Gabriellestad,Niue
419,244,2026-04-10,135.13,Shipped,Bank Transfer,Hendersonfort,North Macedonia
420,311,2025-03-09,80.43,Completed,Bank Transfer,Scottview,Czech Republic
421,303,2025-08-22,56.5,Cancelled,Debit Card,Seanview,Cote d'Ivoire
422,399,2025-09-16,54.12,Completed,PayPal,South Gabriel,Belarus
423,243,2025-08-29,84.32,Completed,Bank Transfer,West David,Gambia
424,220,2024-05-22,111.04,Completed,Bank Transfer,Brianchester,Djibouti
425,257,2026-02-04,186.01,Processing,Credit Card,New Melissa,Solomon Islands
426,124,2026-04-11,51.32,Processing,PayPal,South Scottport,South Africa
427,441,2024-12-18,132.72,Shipped,PayPal,West Alex,Mali
428,247,2025-03-13,50.04,Completed,Debit Card,Jeffreyport,Chile
429,334,2026-01-27,53.9,Shipped,Credit Card,Brownberg,Burundi
430,400,2025-02-22,39.77,Completed,Credit Card,South Lisa,Saint Helena
431,148,2024-11-10,89.47,Completed,Bank Transfer,Kirkchester,Chad
432,490,2024-07-15,112.0,Processing,PayPal,Henryberg,Central African Republic
433,96,2025-09-22,312.22,Completed,PayPal,Coffeyside,Haiti
434,348,2025-05-19,18.74,Shipped,Bank Transfer,Port Devonburgh,Greenland
435,280,2025-04-09,346.44,Completed,PayPal,Sweeneyport,Bosnia and Herzegovina
436,229,2025-05-01,162.62,Completed,PayPal,South Leon,Indonesia
437,130,2025-01-17,81.94,Completed,PayPal,Angelicamouth,Suriname
438,289,2025-05-18,148.7,Completed,Credit Card,Underwoodfurt,Luxembourg
439,380,2025-11-22,153.36,Shipped,Debit Card,North Stephen,Greenland
440,56,2024-05-15,28.55,Cancelled,PayPal,Amandastad,Bangladesh
441,389,2026-02-27,35.01,Shipped,Credit Card,Lindseychester,Chile
442,421,2025-10-24,20.44,Shipped,Bank Transfer,Lake Marilynbury,France
443,31,2024-10-03,108.29,Completed,PayPal,West Michaelton,United Arab Emirates
444,284,2024-05-18,46.82,Cancelled,Debit Card,North Frank,Lao People's Democratic Republic
445,320,2024-11-13,45.37,Cancelled,Bank Transfer,Schroedermouth,Ethiopia
446,155,2026-03-26,107.18,Completed,Credit Card,Port Michael,Czech Republic
447,87,2025-03-04,84.04,Completed,PayPal,South Garrettport,United Kingdom
448,305,2025-05-30,28.54,Completed,Debit Card,East Shannon,South Georgia and the South Sandwich Islands
449,398,2025-03-26,155.66,Completed,PayPal,Nicholasbury,Maldives
450,179,2024-12-13,38.28,Completed,PayPal,Bobbyland,Guatemala
451,126,2024-04-16,34.48,Completed,Debit Card,South Reginashire,Pakistan
452,177,2025-02-10,103.92,Completed,Debit Card,East Joshua,French Southern Territories
453,146,2024-09-10,69.43,Completed,Debit Card,Port Michealfurt,Samoa
454,356,2024-12-27,104.09,Completed,Debit Card,Port Vernonmouth,British Indian Ocean Territory (Chagos Archipelago)
455,436,2024-06-14,51.27,Completed,Credit Card,Lake Jimmy,El Salvador
456,178,2026-02-24,232.09,Processing,Debit Card,Annview,France
457,47,2025-06-30,233.61,Completed,PayPal,North Robert,Greenland
458,488,2025-12-30,156.78,Completed,Bank Transfer,Turnerview,Canada
459,102,2024-05-01,49.98,Completed,Credit Card,North Kristinbury,Brunei Darussalam
460,197,2025-11-05,61.52,Completed,Bank Transfer,Port Andrewport,Kyrgyz Republic
461,176,2024-10-04,285.29,Processing,PayPal,Whitneyfort,Malta
462,484,2025-09-29,176.89,Shipped,Credit Card,Jeremiahmouth,Ukraine
463,460,2025-03-07,126.6,Completed,Credit Card,North Sarahborough,Palau
464,293,2024-06-08,52.66,Processing,Debit Card,North Paula,Slovakia (Slovak Republic)
465,162,2026-03-25,54.59,Completed,Credit Card,South Pamelaside,French Guiana
466,33,2024-10-23,127.74,Completed,PayPal,Port Jacqueline,Hong Kong
467,52,2024-09-11,59.13,Processing,Bank Transfer,Lake Casey,Pakistan
468,249,2024-08-17,203.52,Processing,Debit Card,West Nancy,Antigua and Barbuda
469,355,2024-12-23,52.72,Cancelled,Credit Card,Brentbury,Mexico
470,257,2024-12-09,37.6,Processing,Debit Card,New Melissa,Solomon Islands
471,359,2024-05-30,271.99,Processing,Bank Transfer,North Matthew,Switzerland
472,253,2025-08-11,83.9,Completed,PayPal,Lake Michelle,Egypt
473,451,2025-08-10,89.89,Completed,Credit Card,Alexisview,Myanmar
474,85,2024-06-26,31.64,Completed,Credit Card,Smithberg,Ireland
475,453,2024-05-03,80.4,Processing,Debit Card,Lake Amanda,Botswana
476,377,2025-04-19,226.91,Processing,Debit Card,Moonville,Hungary
477,359,2025-03-13,59.89,Shipped,Bank Transfer,North Matthew,Switzerland
478,247,2025-12-30,161.28,Completed,Debit Card,Jeffreyport,Chile
479,378,2024-04-30,44.58,Completed,PayPal,West Rachelborough,Gibraltar
480,89,2025-07-16,135.89,Completed,PayPal,Littlemouth,Equatorial Guinea
481,388,2025-12-22,164.61,Completed,PayPal,North Justin,Bangladesh
482,331,2025-08-11,28.34,Completed,PayPal,Meganside,Cocos (Keeling) Islands
483,126,2026-04-08,41.73,Completed,Credit Card,South Reginashire,Pakistan
484,404,2024-12-27,58.37,Completed,Bank Transfer,Sandrashire,Bangladesh
485,21,2026-01-24,253.05,Completed,Credit Card,South Todd,Croatia
486,493,2024-10-23,134.47,Processing,Credit Card,New Amanda,Saint Pierre and Miquelon
487,10,2024-10-20,25.02,Cancelled,Credit Card,Jamesmouth,Marshall Islands
488,295,2024-07-04,30.6,Completed,PayPal,New Louis,Saint Pierre and Miquelon
489,69,2025-04-14,20.22,Completed,PayPal,New Charles,Afghanistan
490,196,2024-10-14,152.27,Completed,Credit Card,Bennettside,Burkina Faso
491,165,2025-01-01,110.16,Shipped,Bank Transfer,Wrightburgh,Suriname
492,426,2026-01-18,34.54,Completed,Debit Card,South Tiffany,Qatar
493,6,2024-05-24,52.83,Completed,Credit Card,East Steven,Faroe Islands
494,228,2026-01-10,209.5,Shipped,Bank Transfer,Brockmouth,Kazakhstan
495,59,2024-12-27,138.08,Completed,Bank Transfer,Rogersfort,Thailand
496,154,2025-05-20,192.58,Completed,Bank Transfer,Elizabethland,Mexico
497,92,2025-12-19,64.34,Shipped,Bank Transfer,New Julieport,Singapore
498,458,2024-10-12,157.56,Completed,PayPal,Marcusmouth,Bouvet Island (Bouvetoya)
499,320,2024-06-07,125.44,Completed,Bank Transfer,Schroedermouth,Ethiopia
500,11,2025-12-05,92.05,Completed,Credit Card,Kaylamouth,Bouvet Island (Bouvetoya)
501,452,2025-07-22,37.1,Completed,Debit Card,West Kelli,Egypt
502,396,2025-08-06,42.78,Completed,Debit Card,New Rebecca,Guyana
503,177,2025-03-18,130.55,Shipped,Credit Card,East Joshua,French Southern Territories
504,85,2025-11-26,130.54,Completed,Credit Card,Smithberg,Ireland
505,144,2024-06-25,164.32,Cancelled,Credit Card,Welchberg,Bahrain
506,335,2025-08-10,218.78,Completed,Credit Card,South Marvinburgh,Germany
507,201,2025-03-24,63.7,Cancelled,Credit Card,Turnerton,Moldova
508,428,2025-07-05,101.37,Completed,Bank Transfer,Haynesstad,Haiti
509,26,2024-07-17,51.07,Completed,PayPal,North Amandahaven,Estonia
510,234,2024-06-17,275.06,Processing,Debit Card,Lake Cheyenne,Mongolia
511,450,2024-05-29,56.06,Shipped,PayPal,West Timothyport,Congo
512,348,2026-03-25,113.11,Shipped,Debit Card,Port Devonburgh,Greenland
513,452,2024-05-07,82.92,Cancelled,Credit Card,West Kelli,Egypt
514,481,2025-01-30,57.66,Completed,PayPal,Michelletown,French Guiana
515,296,2024-12-11,46.01,Completed,Credit Card,Port Vanessa,Turkmenistan
516,358,2026-03-04,85.52,Shipped,PayPal,Port Shawn,Monaco
517,187,2026-01-30,159.78,Shipped,Debit Card,Morrisbury,Albania
518,469,2025-10-02,69.46,Shipped,Bank Transfer,Lake Markfort,China
519,341,2024-06-01,20.88,Completed,Credit Card,South Nancyview,Sierra Leone
520,281,2025-12-10,42.98,Completed,Bank Transfer,Christopherbury,Ukraine
521,467,2024-07-20,111.69,Processing,Bank Transfer,Port Lynnview,Uruguay
522,261,2024-05-30,61.76,Cancelled,Credit Card,North Heatherville,Tokelau
523,199,2026-03-26,109.94,Shipped,Bank Transfer,South Carlaton,Ecuador
524,205,2025-12-26,95.86,Completed,Debit Card,Nicholaston,Tunisia
525,293,2025-03-21,30.81,Completed,Credit Card,North Paula,Slovakia (Slovak Republic)
526,135,2024-05-24,171.54,Cancelled,Bank Transfer,Brettfort,Tunisia
527,106,2024-12-02,185.89,Completed,Credit Card,Stephentown,Bahamas
528,243,2025-07-30,188.83,Completed,PayPal,West David,Gambia
529,252,2025-08-11,103.09,Completed,PayPal,Stephaniehaven,United Arab Emirates
530,396,2025-03-13,88.21,Completed,Bank Transfer,New Rebecca,Guyana
531,422,2024-06-02,61.94,Completed,PayPal,Jefferyshire,Ethiopia
532,368,2024-06-30,149.38,Cancelled,Credit Card,West Karen,Central African Republic
533,346,2025-09-20,241.93,Completed,Credit Card,Hernandezland,Slovakia (Slovak Republic)
534,195,2024-05-25,58.0,Processing,Bank Transfer,West Robertberg,Seychelles
535,98,2025-06-20,195.33,Completed,PayPal,Blankenshipport,Pakistan
536,288,2024-05-22,144.19,Processing,Credit Card,North Jamesmouth,Sudan
537,239,2024-11-27,158.95,Cancelled,Bank Transfer,Hallfurt,Norfolk Island
538,325,2026-02-01,214.38,Shipped,Credit Card,Lake Jeffrey,Costa Rica
539,53,2025-02-02,121.87,Shipped,Credit Card,South Elizabeth,Mongolia
540,169,2025-02-17,79.34,Completed,Credit Card,Angelaland,Hungary
541,244,2024-06-25,260.39,Completed,Credit Card,Hendersonfort,North Macedonia
542,266,2025-08-04,273.13,Cancelled,PayPal,South Paul,Dominican Republic
543,334,2025-11-17,201.71,Completed,Bank Transfer,Brownberg,Burundi
544,76,2025-02-25,63.8,Processing,Bank Transfer,Port Richardhaven,Sweden
545,324,2024-10-10,24.57,Completed,Bank Transfer,Maxview,San Marino
546,480,2026-02-12,171.54,Processing,Bank Transfer,West Georgeport,Cook Islands
547,208,2025-07-21,18.32,Shipped,PayPal,Garciafort,Senegal
548,431,2025-12-14,56.76,Completed,PayPal,Port Jonathan,Taiwan
549,473,2025-09-06,67.56,Shipped,Debit Card,West Christopher,Montserrat
550,138,2025-08-09,11.48,Completed,PayPal,North Justin,Switzerland
551,329,2024-04-20,46.64,Completed,Bank Transfer,Guerreroberg,Saint Helena
552,461,2025-03-30,41.32,Completed,Debit Card,Shortton,Swaziland
553,415,2025-02-04,173.34,Cancelled,PayPal,Jameshaven,Maldives
554,490,2025-04-07,201.18,Completed,Bank Transfer,Henryberg,Central African Republic
555,208,2025-12-20,16.33,Cancelled,Bank Transfer,Garciafort,Senegal
556,1,2025-03-10,237.12,Completed,Debit Card,New Roberttown,Bermuda
557,114,2026-02-24,67.11,Cancelled,Debit Card,East Joycetown,Bermuda
558,399,2025-08-06,187.94,Completed,PayPal,South Gabriel,Belarus
559,61,2025-08-05,205.35,Completed,PayPal,North Kellyfurt,Puerto Rico
560,492,2024-06-29,33.63,Completed,Bank Transfer,New Jillfurt,Saint Helena
561,310,2024-12-31,354.67,Processing,PayPal,Ruizview,Bermuda
562,70,2025-08-30,26.41,Cancelled,Bank Transfer,Jonesbury,Uzbekistan
563,95,2026-04-10,223.39,Completed,PayPal,Coffeyport,San Marino
564,97,2025-09-18,127.28,Completed,PayPal,Brendastad,Botswana
565,302,2025-12-11,56.88,Cancelled,Bank Transfer,West Julie,Dominica
566,443,2024-05-02,92.14,Shipped,Debit Card,East Jennifer,Oman
567,470,2025-03-30,55.53,Shipped,PayPal,Millerton,Uruguay
568,26,2025-05-18,193.6,Processing,PayPal,North Amandahaven,Estonia
569,500,2024-12-22,43.3,Processing,Credit Card,Youngshire,Palestinian Territory
570,3,2025-07-12,25.52,Completed,Bank Transfer,Curtisfurt,Bhutan
571,477,2024-09-08,116.0,Shipped,Credit Card,Williamsbury,Cook Islands
572,490,2024-07-04,135.94,Completed,Credit Card,Henryberg,Central African Republic
573,112,2024-06-30,15.48,Completed,Bank Transfer,Meganstad,Brazil
574,165,2024-04-21,185.3,Completed,Bank Transfer,Wrightburgh,Suriname
575,153,2025-07-18,177.48,Completed,PayPal,Gonzalezberg,Timor-Leste
576,29,2025-10-18,33.46,Processing,Credit Card,Calderonton,Afghanistan
577,292,2024-06-03,338.71,Shipped,Credit Card,Caseystad,Lesotho
578,333,2025-07-16,64.36,Completed,Debit Card,South Brianshire,Mozambique
579,126,2025-12-16,233.84,Cancelled,Debit Card,South Reginashire,Pakistan
580,435,2026-01-25,66.6,Completed,Bank Transfer,Nelsonmouth,Slovakia (Slovak Republic)
581,132,2024-09-09,113.16,Completed,Debit Card,Lake Matthewberg,Nepal
582,436,2026-03-15,19.49,Shipped,Bank Transfer,Lake Jimmy,El Salvador
583,101,2025-07-01,128.34,Cancelled,Debit Card,Lake Michaelstad,Bahamas
584,32,2024-07-18,156.76,Completed,Credit Card,East Michelle,South Georgia and the South Sandwich Islands
585,76,2025-08-20,68.26,Cancelled,Credit Card,Port Richardhaven,Sweden
586,303,2025-05-12,60.31,Completed,PayPal,Seanview,Cote d'Ivoire
587,415,2024-10-28,142.97,Completed,Credit Card,Jameshaven,Maldives
588,228,2025-01-13,329.6,Cancelled,Bank Transfer,Brockmouth,Kazakhstan
589,165,2025-03-05,251.87,Completed,Debit Card,Wrightburgh,Suriname
590,46,2025-04-20,163.33,Shipped,Debit Card,Lake Justinview,Grenada
591,197,2025-10-26,187.24,Completed,Credit Card,Port Andrewport,Kyrgyz Republic
592,165,2025-08-07,105.06,Shipped,Bank Transfer,Wrightburgh,Suriname
593,343,2025-03-23,48.94,Completed,Bank Transfer,Robertville,Panama
594,25,2024-09-03,87.61,Cancelled,PayPal,Sarahborough,Paraguay
595,457,2024-10-17,81.82,Completed,PayPal,West Jennifer,Palestinian Territory
596,310,2024-07-27,69.98,Cancelled,PayPal,Ruizview,Bermuda
597,302,2025-12-22,108.47,Shipped,PayPal,West Julie,Dominica
598,264,2024-05-16,166.6,Completed,Bank Transfer,North Donaldville,Namibia
599,274,2024-05-28,16.89,Processing,Debit Card,Villarrealburgh,Heard Island and McDonald Islands
600,47,2024-07-20,78.72,Shipped,PayPal,North Robert,Greenland
601,444,2024-12-10,96.57,Completed,Bank Transfer,Justinside,Sudan
602,154,2025-07-10,235.56,Completed,Bank Transfer,Elizabethland,Mexico
603,497,2025-03-16,141.24,Completed,Credit Card,Christopherfurt,Saint Lucia
604,277,2025-05-15,112.6,Cancelled,PayPal,South Caseymouth,Tonga
605,416,2025-08-31,84.02,Shipped,Credit Card,West Kimberlystad,Paraguay
606,176,2025-11-18,115.83,Completed,Debit Card,Whitneyfort,Malta
607,233,2025-01-14,140.52,Cancelled,Credit Card,Stephensstad,Reunion
608,244,2024-12-09,343.35,Shipped,PayPal,Hendersonfort,North Macedonia
609,471,2025-07-09,195.37,Cancelled,PayPal,Lake Kimberlyfurt,Austria
610,296,2026-02-28,143.17,Completed,PayPal,Port Vanessa,Turkmenistan
611,447,2025-06-06,101.24,Shipped,Bank Transfer,Steventon,Greenland
612,473,2025-12-05,78.37,Completed,Debit Card,West Christopher,Montserrat
613,9,2024-08-03,162.54,Completed,Bank Transfer,East William,Bermuda
614,265,2024-08-04,89.82,Shipped,Bank Transfer,Kimberlytown,Thailand
615,122,2025-04-11,82.59,Completed,PayPal,Jessicaberg,Dominica
616,375,2024-12-07,127.75,Processing,PayPal,South Amy,Iraq
617,301,2025-07-24,62.62,Completed,Credit Card,Rosalesshire,Antigua and Barbuda
618,74,2025-01-03,36.55,Completed,PayPal,Moonburgh,Myanmar
619,353,2024-11-24,148.55,Completed,Credit Card,South Dorothybury,Liberia
620,295,2025-01-23,101.69,Cancelled,PayPal,New Louis,Saint Pierre and Miquelon
621,442,2024-04-18,132.21,Shipped,Debit Card,Albertchester,South Georgia and the South Sandwich Islands
622,339,2025-05-19,115.17,Completed,PayPal,Lunahaven,Guadeloupe
623,23,2025-07-11,54.96,Completed,Debit Card,Brianshire,Lesotho
624,356,2025-09-04,162.23,Completed,Bank Transfer,Port Vernonmouth,British Indian Ocean Territory (Chagos Archipelago)
625,179,2025-09-20,145.5,Cancelled,Debit Card,Bobbyland,Guatemala
626,204,2024-08-02,20.27,Shipped,Debit Card,West James,Oman
627,77,2024-05-26,55.16,Completed,Credit Card,Garrettton,Costa Rica
628,121,2024-10-13,105.96,Shipped,Debit Card,South Monicamouth,Cyprus
629,278,2025-05-10,13.99,Shipped,PayPal,Anneport,Saint Vincent and the Grenadines
630,388,2026-01-08,163.32,Shipped,Credit Card,North Justin,Bangladesh
631,192,2026-01-20,130.17,Completed,Bank Transfer,Wilsonborough,Saint Barthelemy
632,415,2025-06-20,19.09,Completed,Bank Transfer,Jameshaven,Maldives
633,293,2026-02-07,25.36,Completed,Debit Card,North Paula,Slovakia (Slovak Republic)
634,158,2024-05-24,91.18,Shipped,Debit Card,Port Kimberly,Northern Mariana Islands
635,110,2025-03-05,229.29,Completed,Bank Transfer,Port Christopherchester,Bhutan
636,64,2025-01-04,249.26,Processing,Debit Card,Harrytown,Russian Federation
637,434,2024-09-10,119.11,Cancelled,PayPal,Welchshire,Iraq
638,100,2024-09-14,129.91,Completed,Credit Card,Penafort,Nicaragua
639,192,2025-08-22,175.59,Cancelled,Bank Transfer,Wilsonborough,Saint Barthelemy
640,434,2026-03-18,77.62,Shipped,PayPal,Welchshire,Iraq
641,84,2024-09-15,97.77,Completed,PayPal,South Tammie,Brunei Darussalam
642,354,2025-12-12,144.6,Cancelled,Bank Transfer,North Dawnburgh,Madagascar
643,149,2024-06-04,31.38,Completed,PayPal,North Emilyfurt,Haiti
644,165,2025-01-02,186.87,Completed,PayPal,Wrightburgh,Suriname
645,133,2024-09-06,78.29,Completed,PayPal,South Cheryl,Sao Tome and Principe
646,370,2025-09-12,62.8,Processing,Credit Card,Heatherton,Vanuatu
647,34,2025-04-16,111.67,Shipped,Debit Card,North Donna,Iran
648,71,2025-10-03,154.72,Completed,Debit Card,West Margaret,Barbados
649,442,2025-10-01,52.15,Completed,PayPal,Albertchester,South Georgia and the South Sandwich Islands
650,460,2025-04-10,58.35,Shipped,Bank Transfer,North Sarahborough,Palau
651,292,2025-07-21,30.84,Cancelled,Credit Card,Caseystad,Lesotho
652,2,2025-10-01,156.21,Cancelled,Bank Transfer,South Bridget,Sudan
653,321,2024-12-25,73.69,Cancelled,Credit Card,Malonestad,Swaziland
654,213,2026-02-02,114.73,Cancelled,Debit Card,Hopkinstown,Albania
655,374,2025-07-05,42.38,Shipped,PayPal,Port Sarahport,Liechtenstein
656,286,2025-06-25,118.96,Completed,Debit Card,Lake Kentburgh,Antarctica (the territory South of 60 deg S)
657,315,2024-12-28,80.4,Completed,PayPal,Luisland,Benin
658,323,2025-08-03,21.28,Completed,Bank Transfer,Reidville,Pitcairn Islands
659,406,2024-11-30,17.27,Cancelled,Bank Transfer,Port Erikachester,Mali
660,139,2025-03-03,136.06,Completed,Bank Transfer,West Jasonberg,Mexico
661,216,2024-12-23,166.8,Completed,PayPal,South Nicholasside,Lebanon
662,8,2024-08-16,20.88,Completed,Debit Card,West Donald,Samoa
663,325,2024-07-02,179.66,Shipped,Bank Transfer,Lake Jeffrey,Costa Rica
664,331,2025-03-30,36.48,Processing,Bank Transfer,Meganside,Cocos (Keeling) Islands
665,384,2026-02-21,145.33,Processing,Bank Transfer,West Erica,United States Virgin Islands
666,18,2025-12-15,220.93,Processing,PayPal,North Collin,Jersey
667,74,2026-03-20,136.62,Shipped,Debit Card,Moonburgh,Myanmar
668,458,2024-05-14,46.03,Shipped,Credit Card,Marcusmouth,Bouvet Island (Bouvetoya)
669,339,2025-05-02,29.65,Completed,Debit Card,Lunahaven,Guadeloupe
670,117,2024-09-29,10.02,Completed,Bank Transfer,South Tracey,Azerbaijan
671,224,2026-03-27,88.36,Cancelled,Debit Card,Hawkinshaven,Ireland
672,481,2024-04-14,50.8,Shipped,PayPal,Michelletown,French Guiana
673,175,2025-08-21,242.43,Shipped,PayPal,South Warren,New Zealand
674,466,2024-10-02,52.6,Completed,Bank Transfer,Lake Austinport,Nepal
675,30,2025-10-02,87.87,Completed,Credit Card,Hoffmanville,Belarus
676,375,2024-10-07,189.05,Completed,Debit Card,South Amy,Iraq
677,201,2025-04-09,115.3,Completed,Bank Transfer,Turnerton,Moldova
678,99,2025-08-09,182.4,Cancelled,Bank Transfer,New Derek,Korea
679,79,2024-09-24,129.8,Completed,PayPal,Lake Marilynfort,Venezuela
680,214,2024-10-14,76.01,Completed,Debit Card,Drakeburgh,Botswana
681,376,2025-04-20,90.79,Shipped,Bank Transfer,Barajastown,Brazil
682,166,2025-11-03,144.28,Completed,Bank Transfer,Jimenezport,Luxembourg
683,221,2025-11-29,19.49,Completed,Bank Transfer,Kristenmouth,Liechtenstein
684,173,2026-01-04,128.15,Processing,Credit Card,Lauratown,Nepal
685,213,2024-12-25,140.71,Shipped,Debit Card,Hopkinstown,Albania
686,134,2025-12-30,190.09,Completed,PayPal,Murrayport,Slovakia (Slovak Republic)
687,104,2025-11-07,96.84,Processing,Debit Card,West Kristybury,Namibia
688,421,2025-01-28,213.21,Shipped,Debit Card,Lake Marilynbury,France
689,79,2024-09-18,143.97,Completed,Debit Card,Lake Marilynfort,Venezuela
690,375,2025-02-16,208.51,Completed,Debit Card,South Amy,Iraq
691,383,2024-09-02,58.63,Completed,Bank Transfer,Shorttown,Lebanon
692,327,2026-01-13,258.59,Completed,Bank Transfer,Silvatown,Malawi
693,70,2024-04-17,55.02,Completed,Credit Card,Jonesbury,Uzbekistan
694,108,2025-01-18,44.05,Completed,Credit Card,Wagnerchester,Bolivia
695,238,2024-04-19,138.4,Completed,Credit Card,North Melindaville,Philippines
696,294,2024-06-08,73.47,Completed,Credit Card,Lake John,Martinique
697,455,2025-01-14,63.66,Completed,Bank Transfer,New Michael,Saint Martin
698,1,2024-05-05,131.65,Completed,PayPal,New Roberttown,Bermuda
699,497,2025-06-16,179.74,Completed,Debit Card,Christopherfurt,Saint Lucia
700,313,2024-07-10,60.29,Completed,Bank Transfer,South Kent,Indonesia
701,341,2024-07-31,97.2,Shipped,Credit Card,South Nancyview,Sierra Leone
702,337,2024-11-23,34.56,Completed,Debit Card,New Jamesstad,Zambia
703,466,2025-03-20,44.45,Cancelled,PayPal,Lake Austinport,Nepal
704,430,2024-09-09,27.88,Processing,Bank Transfer,Taylorhaven,Martinique
705,357,2025-08-15,158.22,Processing,PayPal,Port Christopherport,Tuvalu
706,498,2025-07-10,46.08,Shipped,Bank Transfer,East Misty,Christmas Island
707,367,2026-03-21,130.0,Processing,Credit Card,Craigside,France
